Date,Open,High,Low,Close,Volume
2020-04-27,353.0000,365.5000,353.0000,355.4000,272826
2020-04-24,350.0000,356.3500,347.2000,350.6500,178300
2020-04-23,356.6000,362.7500,352.4500,355.2500,209702
2020-04-22,359.0000,359.9000,337.1500,356.6000,541780
2020-04-21,369.0000,369.3000,353.3500,355.3000,454124
2020-04-20,367.0000,372.8500,361.6000,368.3000,406384
2020-04-17,361.0000,365.5000,354.5500,359.8500,333166
2020-04-16,355.0000,364.9500,350.0000,355.5500,379474
2020-04-15,353.0500,370.3000,351.4500,353.7000,720658
2020-04-13,348.0000,354.4000,336.3500,350.0500,458186
2020-04-09,348.0000,356.3500,339.8000,345.0500,708402
2020-04-08,351.0000,364.0000,340.4000,342.5500,868532
2020-04-07,321.1500,354.1500,319.5000,351.5000,884880
2020-04-03,303.0000,326.2000,287.0500,317.2000,1284690
2020-04-01,313.9000,315.7500,293.7000,303.2000,867814
2020-03-31,287.0000,322.8000,280.6000,316.0500,1419150
2020-03-30,276.0000,289.3500,268.0500,274.6500,495588
2020-03-27,290.0000,303.9500,274.6000,278.9000,548764
2020-03-26,276.0000,286.1500,268.8500,282.4000,535036
2020-03-25,254.0000,276.9000,252.4500,273.4000,626952
2020-03-24,281.0000,283.1500,252.0000,262.3500,640056
2020-03-23,290.0000,297.9500,262.8000,269.4000,810866
2020-03-20,306.8000,323.0500,298.6500,318.5000,737640
2020-03-19,308.1500,319.8000,285.3000,300.2500,1205320
2020-03-18,362.5000,365.5000,328.4000,333.3000,557298
2020-03-17,366.5000,385.6000,354.0500,356.8500,519764
2020-03-16,356.0000,387.8000,350.0000,364.8500,831502
2020-03-13,345.0000,396.4000,293.4000,376.4000,4350680
2020-03-12,387.0000,391.5500,330.6000,345.1500,1635498
2020-03-11,424.8000,424.8000,401.1500,404.7000,690900
2020-03-09,415.3000,454.1000,406.2000,423.8000,2518128
2020-03-06,408.0000,409.8500,398.0500,402.8500,307888
2020-03-05,419.4000,428.5000,417.3500,418.5000,173352
2020-03-04,422.0000,428.4000,410.0500,417.7500,2466918
2020-03-03,417.0000,427.1500,413.6000,424.9000,324822
2020-03-02,431.9500,440.0500,406.2500,412.2500,501530
2020-02-28,440.0000,440.0000,421.5500,426.2500,377018
2020-02-27,449.9500,449.9500,438.6500,444.0500,237514
2020-02-26,460.0000,460.0000,443.1500,448.5000,267256
2020-02-25,468.2000,470.8000,454.8000,456.4500,741624
2020-02-24,471.0000,475.4500,463.1000,464.6000,216208
2020-02-20,475.7500,480.0000,470.5500,471.5000,143236
2020-02-19,473.0000,481.0000,469.3000,475.7500,475542
2020-02-18,460.6500,472.3500,456.5000,470.7000,375542
2020-02-17,479.9500,479.9500,460.2000,461.3500,274470
2020-02-14,470.5500,485.3000,470.5500,476.4000,843334
2020-02-13,477.9500,477.9500,468.2000,469.1000,305540
2020-02-12,482.5000,485.6000,473.8000,474.7000,128000
2020-02-11,487.6000,493.9000,480.0500,480.9000,242904
2020-02-10,494.9500,495.3000,483.3000,485.9500,522910
2020-02-07,495.9500,495.9500,486.0500,491.1500,170852
2020-02-06,503.0000,510.0000,492.4000,495.2000,544268
2020-02-05,483.7000,508.0000,478.0000,501.6500,1331748
2020-02-04,464.9500,481.2500,462.1000,478.7000,626052
2020-02-03,443.0000,463.5000,442.8500,460.7500,435494
2020-01-31,471.4000,472.3500,456.0000,457.0000,257598
2020-01-30,478.1000,484.3500,466.1500,469.4000,320920
2020-01-29,483.1000,486.9000,476.7500,479.4500,706118
2020-01-28,470.0000,482.2500,468.9000,481.1000,530548
2020-01-27,468.0000,471.8500,463.1500,469.3000,294212
2020-01-24,469.0000,473.4000,465.0000,466.3500,191738
2020-01-23,459.9500,471.5000,457.5500,468.8500,310694
2020-01-22,464.9500,466.8000,454.2000,455.3500,189360
2020-01-21,458.8000,466.4000,455.0000,463.8000,314138
2020-01-20,453.9500,466.3000,451.7500,457.2000,363456
2020-01-17,461.9500,465.2000,452.4000,454.0000,358456
2020-01-16,469.9500,469.9500,460.3000,461.6000,221606
2020-01-15,475.2000,475.2000,463.5000,467.8000,266192
2020-01-14,474.9500,478.7000,472.1000,473.2000,212862
2020-01-13,470.0000,476.1500,469.1500,470.5000,307044
2020-01-10,472.9500,474.4000,466.6500,470.2500,243660
2020-01-09,474.7000,474.7000,465.7500,470.3000,424148
2020-01-08,450.8000,464.0000,448.8000,459.9500,582950
2020-01-07,469.9000,474.7500,460.0000,460.9500,766924
2020-01-06,475.0000,479.1500,465.4500,469.0000,462792
2020-01-03,484.4000,486.5000,473.0000,482.1500,897002
2020-01-02,488.0500,491.7000,486.5500,487.4500,170988
2020-01-01,491.4000,494.0000,489.0000,491.5000,203328
2019-12-31,492.0000,495.9000,486.7000,491.5000,327376
2019-12-30,491.4000,494.5000,481.9000,492.9500,498522
2019-12-27,479.5000,492.1000,477.4000,490.9000,526360
2019-12-26,476.0500,484.6500,474.5000,477.0500,720320
2019-12-24,492.4000,494.7000,471.7500,477.4000,500226
2019-12-23,488.1000,499.4000,488.1000,492.7500,340254
2019-12-20,490.0000,492.2000,486.5000,487.8000,173684
2019-12-19,489.9000,492.2000,485.8000,489.9000,227058
2019-12-18,496.9000,498.0000,488.1500,489.1000,267438
2019-12-17,495.0000,503.5000,491.2000,496.0000,591104
2019-12-16,495.8500,499.4000,491.1500,491.9000,216796
2019-12-13,494.0000,500.6000,486.6500,496.5000,648258
2019-12-12,486.9500,498.0500,486.0000,491.0500,547514
2019-12-11,485.8000,491.6000,476.4000,482.7000,2001776
2019-12-10,496.5000,503.7000,484.6000,486.4000,458286
2019-12-09,488.0000,501.7000,486.1000,499.5500,389848
2019-12-06,492.0000,496.4000,483.5000,488.3000,262202
2019-12-05,496.0500,499.5500,490.8000,491.5000,223252
2019-12-04,497.9500,504.1500,492.7500,501.1000,405772
2019-12-03,504.0000,504.0000,493.5000,494.3500,211488
2019-12-02,511.4500,511.4500,498.6500,500.2000,281258
2019-11-29,512.8500,518.6000,505.8000,511.4500,526628
2019-11-28,507.8000,514.2500,502.2000,509.9500,777332
2019-11-27,492.5000,508.9500,488.0000,505.4500,866252
2019-11-26,508.1000,510.4500,494.5000,496.3000,809692
2019-11-25,509.0000,514.7000,503.8500,507.1500,727196
2019-11-22,515.0000,515.3500,505.7000,509.2000,852734
2019-11-21,549.7000,549.7000,511.1000,513.8000,1913232
2019-11-20,530.4000,548.0000,522.3500,544.6500,1675280
2019-11-19,522.0000,522.6000,513.6000,519.3500,296452
2019-11-18,520.0000,528.0000,517.5000,521.5500,1461104
2019-11-15,514.5000,514.9500,504.1000,505.9000,224194
2019-11-14,507.0000,520.0000,504.0000,514.5000,391232
2019-11-13,513.9000,523.0000,507.9000,509.8000,477262
2019-11-11,506.9500,519.6500,499.5500,517.7500,617376
2019-11-08,512.9500,515.4000,500.5000,502.4000,764448
2019-11-07,525.5000,526.2000,511.1000,512.8000,418458
2019-11-06,516.9000,525.3500,516.2500,523.7000,260580
2019-11-05,518.5000,522.0000,513.8500,517.4500,244204
2019-11-04,519.9000,527.3500,514.7500,522.2500,292784
2019-11-01,521.9000,525.8000,516.4500,519.3500,378670
2019-10-31,526.5000,530.8000,520.9000,527.0000,621752
2019-10-30,525.5500,534.9000,519.3000,524.9000,581844
2019-10-29,533.0000,534.0000,517.9500,522.6500,681504
2019-10-25,512.0000,533.1000,510.0000,523.6000,1286350
2019-10-24,526.1500,526.5000,501.0000,513.9500,1414526
2019-10-23,534.0000,536.6500,524.7500,527.1000,611208
2019-10-22,530.0000,538.5000,522.6000,534.0000,2051800
2019-10-18,510.1000,534.9000,506.6000,520.2500,1156090
2019-10-17,513.4500,515.0000,504.3000,513.1500,573554
2019-10-16,504.0000,520.3500,502.7000,511.9500,1651082
2019-10-15,491.4000,494.5000,487.9000,490.2500,2141512
2019-10-14,490.9500,498.9000,483.3500,485.7500,718626
2019-10-11,489.0000,492.4500,478.7500,487.8000,636634
2019-10-10,491.0000,493.8000,484.1000,489.8000,815114
2019-10-09,491.4500,495.5000,482.0500,492.7500,904352
2019-10-07,500.3500,507.0000,478.4500,490.4500,2286522
2019-10-04,547.0000,547.5000,511.6500,515.2000,2564798
2019-10-03,495.1500,540.0000,495.0000,531.9000,2340844
2019-10-01,501.0000,511.5000,479.1500,494.0500,3564592
2019-09-30,474.0000,479.4500,466.1000,470.0500,1052568
2019-09-27,476.0000,481.6000,466.1500,469.6500,1120406
2019-09-26,465.7000,482.0000,463.3500,479.9500,1917586
2019-09-25,458.0000,473.5000,448.7000,464.7500,3099590
2019-09-24,455.8000,474.7000,442.1500,461.5500,2798734
2019-09-23,412.0000,462.0000,412.0000,454.3000,4566840
2019-09-20,377.8000,436.5000,372.7500,403.6500,2673624
2019-09-19,384.0000,386.1500,375.8000,379.6000,835758
2019-09-18,378.0000,388.6500,369.2000,382.1500,1604590
2019-09-17,379.9500,379.9500,367.5500,368.7000,746750
2019-09-16,388.9000,391.4500,378.3500,380.1000,1764178
2019-09-13,384.7500,411.9500,377.5000,408.9000,1103262
2019-09-12,386.1000,394.3000,381.8500,384.2500,505840
2019-09-11,382.9500,387.8000,379.0000,386.1000,311170
2019-09-09,377.0500,383.7500,375.0500,382.1500,381716
2019-09-06,379.0000,382.0000,373.4000,379.0500,316054
2019-09-05,363.9000,386.0000,361.0000,381.5000,1219674
2019-09-04,353.5000,366.5500,349.2000,363.5000,478698
2019-09-03,356.0000,363.2000,342.3500,356.0500,595126
2019-08-30,354.7500,356.4000,345.7000,355.1000,253038
2019-08-29,350.9500,357.1000,346.4000,354.1500,226720
2019-08-28,342.3000,352.2500,337.6500,350.2500,345028
2019-08-27,338.0500,345.8500,334.2000,342.4000,339210
2019-08-26,331.2000,336.6500,321.1000,335.3000,373696
2019-08-23,313.8000,330.2500,308.5500,329.2500,398564
2019-08-22,328.9000,329.6500,309.9000,312.6500,210346
2019-08-21,334.9500,339.1500,326.7000,328.4000,471470
2019-08-20,347.3000,347.3500,339.7000,342.5500,191758
2019-08-19,350.0000,353.6000,346.2000,347.0500,83814
2019-08-16,353.0000,355.0500,346.5000,351.3500,117662
2019-08-14,342.0000,356.5500,342.0000,354.4000,184380
2019-08-13,344.0000,357.6500,342.3000,343.1000,252422
2019-08-09,343.9500,350.8000,341.4000,346.6000,186192
2019-08-08,332.6500,345.3500,330.2500,343.2500,212280
2019-08-07,347.9500,347.9500,329.8500,331.2000,178286
2019-08-06,340.2000,347.0000,337.0000,345.1500,149302
2019-08-05,341.5000,345.2000,332.0000,339.2500,126798
2019-08-02,345.7000,346.6000,337.8500,342.3500,179666
2019-08-01,344.9000,346.1000,339.6500,343.7500,117434
2019-07-31,332.0000,346.2000,328.5000,345.4000,204658
2019-07-30,343.4000,343.4000,334.4500,335.7000,112062
2019-07-29,343.5500,347.0000,339.3000,342.2500,140448
2019-07-26,339.7500,345.2000,334.8500,343.9000,320358
2019-07-25,350.3500,350.3500,339.5000,340.6500,155006
2019-07-24,359.8000,359.8000,345.0000,349.2000,209188
2019-07-23,353.9500,360.0000,352.0000,359.1500,193470
2019-07-22,348.9500,354.6000,340.2000,353.7500,308480
2019-07-19,351.7000,353.0000,346.8000,351.0000,223564
2019-07-18,354.0500,355.3000,347.8500,348.8000,973322
2019-07-17,358.0500,358.5500,350.6000,352.7500,230272
2019-07-16,349.9500,356.1500,348.8000,354.5000,694894
2019-07-15,345.9000,348.2500,342.8500,347.4500,190586
2019-07-12,352.1000,354.7000,345.1000,345.8500,238076
2019-07-11,350.2000,355.2500,347.2000,350.7000,249768
2019-07-10,359.1000,363.0000,346.1000,349.6000,272512
2019-07-09,362.4500,367.6000,358.8000,360.2500,222878
2019-07-08,368.1000,368.1000,356.5000,360.9000,425520
2019-07-05,382.0000,382.0000,360.6000,369.6500,801962
2019-07-04,383.5000,383.5000,378.6000,379.8500,116438
2019-07-03,384.0000,385.5000,379.2000,381.0500,261838
2019-07-02,378.7500,382.2000,377.0000,378.6500,222244
2019-07-01,390.7500,392.5000,374.6500,376.5000,1869294
2019-06-28,392.9000,396.5500,390.7000,392.8500,300296
2019-06-27,389.9500,397.9500,386.8500,392.4000,294182
2019-06-26,387.8000,393.5000,386.2500,391.3000,152672
2019-06-25,380.9000,394.4000,379.3500,393.1000,380558
2019-06-24,380.1000,382.0000,373.3500,381.0000,189660
2019-06-21,379.7000,387.0000,377.0000,380.1000,816112
2019-06-20,378.1000,386.3000,377.1000,384.9000,157960
2019-06-19,385.2500,386.0000,376.3500,379.3500,140378
2019-06-18,378.0000,386.7000,376.5000,385.7000,197992
2019-06-17,386.7000,386.7000,376.2000,377.4000,159024
2019-06-14,387.0500,388.5000,384.3500,386.0500,146562
2019-06-13,384.0500,389.8000,383.3500,388.3500,546374
2019-06-12,389.0000,390.5000,380.0000,381.2500,348964
2019-06-11,389.5000,393.5000,379.8000,387.0500,388854
2019-06-10,396.0500,401.7500,386.6500,389.7500,276980
2019-06-07,395.0000,404.4000,390.0000,403.2000,389644
2019-06-06,412.0000,414.4500,395.5000,396.2000,2633440
2019-06-04,416.0000,416.0000,406.5500,408.9500,208302
2019-06-03,416.0000,419.5000,411.0000,415.8000,354914
2019-05-31,413.1500,421.3000,406.2500,409.1500,815994
2019-05-30,401.7000,409.0000,400.2500,407.5000,338664
2019-05-29,404.9000,404.9000,393.6000,399.0500,360126
2019-05-28,401.0000,409.3500,397.2500,403.0000,460918
2019-05-27,393.0000,402.8500,389.0000,401.7000,641190
2019-05-24,396.1000,398.7000,386.6500,395.2000,737074
2019-05-23,390.0000,411.3000,382.6500,384.7000,1000738
2019-05-22,377.0500,388.5500,376.6000,384.3000,596684
2019-05-21,397.5000,398.0000,368.9500,374.7000,940434
2019-05-20,385.0000,398.0000,383.7500,392.5500,734810
2019-05-17,373.1000,378.6000,366.8000,375.8500,503126
2019-05-16,357.0000,377.5000,351.9000,374.5000,400346
2019-05-15,357.3000,368.0000,356.3000,358.8500,418908
2019-05-14,353.5000,360.0000,348.2000,358.2500,269312
2019-05-13,360.1000,367.9500,353.2500,355.0000,466762
2019-05-10,368.0000,368.0000,360.0000,363.1000,318868
2019-05-09,378.5500,379.9000,366.5000,368.2500,386500
2019-05-08,378.0500,383.3000,373.0500,377.3000,811498
2019-05-07,389.0000,389.0000,372.1500,378.1500,693218
2019-05-06,382.9500,390.6500,380.4500,389.3000,2401728
2019-05-03,383.2000,386.0500,378.6500,380.0500,428384
2019-05-02,378.9500,382.5500,375.8500,377.6500,253950
2019-04-30,373.0000,383.3500,369.1000,378.9500,638394
2019-04-26,358.2500,372.0000,357.5000,370.9500,881844
2019-04-25,350.0000,359.6500,348.1000,358.3500,548096
2019-04-24,339.1500,349.4500,339.1500,348.5000,441796
2019-04-23,339.1000,342.3000,333.0000,336.3500,354434
2019-04-22,354.7500,354.7500,338.6500,340.4500,526024
2019-04-18,357.9000,364.6000,353.6500,362.1500,260504
2019-04-16,361.1500,362.1000,354.9500,357.2000,1806114
2019-04-15,362.4500,363.0000,357.0000,358.8000,137222
2019-04-12,363.0000,367.7500,358.5000,360.6000,305968
2019-04-11,357.9000,363.8000,357.4000,361.1000,661272
2019-04-10,357.0000,359.5000,353.4000,357.1500,1250064
2019-04-09,347.0000,357.4500,345.2500,356.1000,1975180
2019-04-08,357.7000,357.7000,349.5000,351.2000,236724
2019-04-05,354.4000,359.6000,354.4000,358.1500,274344
2019-04-04,364.8000,364.8000,353.6000,354.7500,562686
2019-04-03,381.0000,381.7500,363.0000,364.3500,612726
2019-04-02,388.1000,391.4000,378.0000,380.5500,1347648
2019-04-01,395.2500,398.9000,390.2500,391.8500,189208
2019-03-29,386.1000,398.2000,386.1000,396.3500,476272
2019-03-28,379.9000,388.8500,378.7000,385.3500,244430
2019-03-27,384.9000,385.9500,377.3500,378.6500,169722
2019-03-26,385.0000,389.0500,376.8000,383.3500,458074
2019-03-25,377.8000,385.7000,375.1000,383.9500,283872
2019-03-22,388.9000,394.0000,376.6500,379.6500,413992
2019-03-20,407.6500,408.0000,385.5500,389.0500,490826
2019-03-19,407.1000,410.0000,402.7000,407.6500,402322
2019-03-18,397.7000,408.7000,397.7000,406.0500,596736
2019-03-15,392.6000,398.0000,389.6500,396.5000,382514
2019-03-14,389.5000,392.0000,383.0000,390.3500,161254
2019-03-13,390.9000,392.5000,382.6500,389.7000,399412
2019-03-12,387.0000,394.4000,384.3500,389.9500,556468
2019-03-11,368.2000,388.7500,368.2000,387.0500,797956
2019-03-08,369.9000,371.3500,364.6000,367.8000,239040
2019-03-07,372.9000,376.8500,368.5500,370.3000,628158
2019-03-06,365.9500,374.1000,363.4500,373.1000,385380
2019-03-05,345.0500,366.0000,345.0500,362.7000,566302
2019-03-01,338.8500,347.4500,337.0000,345.6000,222606
2019-02-28,332.1000,340.3000,330.5000,337.6000,227514
2019-02-27,337.0000,341.2500,328.7500,330.0000,371008
2019-02-26,337.9000,338.0000,329.5500,336.5500,365272
2019-02-25,345.5000,345.5000,334.5500,336.3000,325326
2019-02-22,336.5000,346.8500,336.4500,344.8500,346036
2019-02-21,329.5000,337.5000,326.4000,335.0000,299708
2019-02-20,335.0000,344.6500,335.0000,341.5500,383786
2019-02-19,327.5000,338.7000,326.5500,334.4000,245706
2019-02-18,324.8000,330.0000,322.7500,327.8500,168666
2019-02-15,315.1000,328.9500,315.1000,327.1500,319860
2019-02-14,327.9000,327.9000,312.2000,315.1000,630134
2019-02-13,340.0500,340.9000,326.6500,328.6500,303732
2019-02-12,334.0000,343.0000,334.0000,339.1500,151094
2019-02-11,332.0000,337.0000,328.4000,334.2000,218476
2019-02-08,341.0000,347.2500,334.9000,337.6000,623798
2019-02-07,342.9000,342.9000,337.6500,340.0000,1215148
2019-02-06,338.5000,341.3500,337.0000,338.9500,1169736
2019-02-05,337.9000,340.8000,337.0000,339.4000,1761668
2019-02-04,342.0000,342.0000,336.5000,340.5000,511040
2019-02-01,347.0000,348.7500,338.5000,340.2500,953342
2019-01-31,342.1000,351.0000,338.2000,346.3500,159972
2019-01-30,344.4500,345.5500,337.0500,343.4500,213602
2019-01-29,348.0000,353.2500,340.5000,344.9500,1447736
2019-01-28,355.1000,356.8500,346.7500,348.7500,1638778
2019-01-25,354.0000,360.2000,354.0000,357.5500,161646
2019-01-24,357.1000,360.0000,352.4000,353.5000,186722
2019-01-23,353.9000,358.5000,353.9000,356.3000,195484
2019-01-22,351.6500,357.5000,351.0000,352.8000,252946
2019-01-21,352.0000,355.3000,348.5000,351.0000,165148
2019-01-18,354.9000,357.7000,351.3000,353.5000,277290
2019-01-17,347.4000,355.3500,346.5500,354.4000,291660
2019-01-16,345.9000,348.7500,342.6000,347.7000,792926
2019-01-15,334.8000,343.3000,334.8000,341.5000,326966
2019-01-14,337.5500,339.3000,331.5000,334.6000,220864
2019-01-11,337.5000,339.6500,335.0000,337.2000,400028
2019-01-10,337.0000,338.6000,332.8000,335.8000,400158
2019-01-09,351.0000,351.5500,338.7000,341.2500,463944
2019-01-08,355.9000,356.0000,349.0000,351.8000,498792
2019-01-07,360.0000,362.9000,354.0000,356.5000,1010124
2019-01-04,353.0000,361.9000,351.5500,360.1500,808048
2019-01-03,353.3000,356.9000,348.4500,352.9000,1055114
2019-01-02,368.4000,368.4000,347.6500,358.3500,1203678
2019-01-01,362.7500,369.8500,360.1500,367.3500,190914
2018-12-31,362.3500,365.0000,359.0000,362.7500,265066
2018-12-28,362.5000,369.2000,359.0000,362.3500,448250
2018-12-27,360.5000,368.5000,355.6500,364.4500,2799646
2018-12-26,368.8500,371.5500,358.3000,366.3000,620450
2018-12-24,374.0000,376.3000,363.9500,364.9000,488884
2018-12-21,374.5000,376.6000,368.2000,374.7500,547104
2018-12-20,358.9000,371.7000,356.2000,370.7000,468516
2018-12-19,358.8500,363.3500,355.3000,362.1500,485676
2018-12-18,352.2000,357.2000,349.1500,353.2000,405932
2018-12-17,342.0000,353.0000,341.5000,351.3000,509416
2018-12-14,331.2500,347.7500,330.9500,343.8500,625906
2018-12-13,330.0000,337.2000,329.9000,334.8500,369964
2018-12-12,325.9000,330.8000,324.3000,329.4500,929958
2018-12-11,327.9000,329.4500,321.5000,326.0000,996636
2018-12-10,319.1000,332.6500,317.7000,330.2500,1015730
2018-12-07,329.9500,330.7000,321.9500,325.0000,599390
2018-12-06,328.1000,331.5000,323.2500,324.8000,506782
2018-12-05,332.0000,338.6500,326.0000,328.8000,1204346
2018-12-04,321.1000,334.8500,320.8500,333.6000,944220
2018-12-03,323.0000,334.4500,318.1000,324.0500,1035712
2018-11-30,326.1500,331.7000,320.0000,323.0000,649420
2018-11-29,329.8000,332.0000,325.4000,329.6500,738474
2018-11-28,335.5000,335.5000,319.1500,321.4500,674038
2018-11-27,326.1000,335.9000,322.5000,334.3000,1195412
2018-11-26,328.5500,332.9000,323.6500,326.1000,889574
2018-11-22,326.2000,327.9000,318.0000,320.5500,586188
2018-11-21,335.5500,342.0000,324.0000,326.1000,3416340
2018-11-20,323.2000,330.0000,321.2000,322.6000,639416
2018-11-19,319.1000,325.8000,317.0000,322.8000,454564
2018-11-16,320.1000,325.3000,316.0000,322.5000,832380
2018-11-15,310.0000,324.0000,308.6000,321.3000,1068210
2018-11-14,312.0500,329.3500,312.0500,316.5500,2172848
2018-11-13,293.6500,304.5000,293.6500,302.8500,890200
2018-11-12,296.5000,300.7000,289.6500,291.2000,554982
2018-11-09,294.9000,297.7000,290.4500,296.7500,703888
2018-11-06,291.9000,294.3000,284.3500,285.1000,486174
2018-11-05,304.4000,304.4000,290.2000,291.9500,538842
2018-11-02,294.0000,307.2000,290.0000,302.2000,1787542
2018-11-01,277.9000,284.7000,275.5000,283.2500,790116
2018-10-31,266.9000,276.3000,264.5000,274.7000,751636
2018-10-30,273.7000,273.7000,264.5000,266.6500,1320134
2018-10-29,279.8000,280.7500,270.8000,276.9500,635124
2018-10-26,278.9000,280.0000,266.6500,274.6500,1373712
2018-10-25,279.9500,282.1500,274.3000,276.8000,607028
2018-10-24,278.6000,286.0000,274.4000,281.8000,1388478
2018-10-23,268.8000,273.5000,261.0000,269.0500,1185554
2018-10-22,287.9000,287.9000,270.1000,271.2000,1759406
2018-10-19,291.0000,291.9000,280.7000,284.3500,857146
2018-10-17,304.5000,304.5000,283.6500,285.1000,1190566
2018-10-16,297.9000,305.4000,292.1000,302.4000,2030346
2018-10-15,288.9000,300.5000,277.6000,296.3000,2229636
2018-10-12,288.9000,295.2000,280.7000,288.6500,1382220
2018-10-11,260.1000,284.8000,259.9500,278.6500,2360328
2018-10-10,258.1500,273.4500,256.2500,265.1000,1321022
2018-10-09,268.9500,269.7000,255.7000,257.0000,1899802
2018-10-08,267.1500,279.5500,257.3000,265.8500,4588782
2018-10-05,302.7500,302.7500,239.0000,265.3500,7345986
2018-10-04,375.0000,383.4000,304.0000,336.3500,1557916
2018-10-03,363.0000,381.7000,358.6500,377.4500,540272
2018-10-01,374.0000,374.0500,360.5000,368.5000,578678
2018-09-28,374.0000,377.5000,366.0000,373.7000,480948
2018-09-27,367.8000,374.5500,365.7500,372.3500,180808
2018-09-26,369.9000,371.3000,362.2000,369.2500,440900
2018-09-25,359.8000,374.6000,355.8500,366.2500,852162
2018-09-24,375.1000,383.0000,365.7000,367.6000,1133094
2018-09-21,367.9000,377.0000,362.3500,375.1000,1259046
2018-09-19,356.9000,366.2000,354.0000,365.1000,732394
2018-09-18,364.3000,369.0000,352.6000,354.9500,588760
2018-09-17,353.9000,367.0000,349.1000,364.2500,826922
2018-09-14,338.2500,359.4000,338.2500,355.0500,928568
2018-09-12,337.7000,337.7000,324.2500,334.2500,800872
2018-09-11,346.0000,348.9000,337.0000,338.2500,464512
2018-09-10,358.4000,358.4500,344.3000,345.1500,350390
2018-09-07,354.9000,359.2500,353.1000,356.5000,357436
2018-09-06,351.9500,354.9500,349.9000,353.0000,253412
2018-09-05,351.9000,355.5000,345.6000,349.2500,452238
2018-09-04,358.9000,359.5500,350.1500,351.2000,401956
2018-09-03,363.4000,364.9000,359.1000,360.9000,515462
2018-08-31,354.5000,365.8500,354.5000,362.2000,450740
2018-08-30,360.1000,364.2500,358.0000,363.4000,436358
2018-08-29,361.8500,363.0000,357.5500,361.3000,229838
2018-08-28,361.1000,364.6500,357.3000,358.5000,285504
2018-08-27,360.0000,362.0000,357.3500,361.1500,319446
2018-08-24,358.9000,362.5500,354.3000,357.5500,426372
2018-08-23,370.0000,370.0000,355.6500,357.6000,980606
2018-08-21,377.5000,377.7000,368.5000,369.0000,474244
2018-08-20,377.7000,381.8500,374.8000,375.9500,233552
2018-08-17,378.3000,381.4500,375.4000,377.5000,208260
2018-08-16,380.0000,383.7000,376.0500,378.0000,266692
2018-08-14,382.4000,383.5500,376.0500,377.5500,392518
2018-08-13,392.7000,400.0000,374.3000,379.6000,453758
2018-08-10,391.0000,403.8000,388.0000,401.3500,520790
2018-08-09,397.5000,398.0000,386.1000,389.3500,459688
2018-08-08,396.0000,397.8500,383.3500,387.6500,430114
2018-08-07,403.9000,403.9000,382.5500,392.2000,240082
2018-08-06,402.9000,404.0000,399.8500,401.2500,126642
2018-08-03,397.1000,405.0000,396.4000,400.9500,207572
2018-08-02,400.1000,404.9000,397.7500,402.0500,471638
2018-08-01,396.0000,399.8000,393.0000,395.9000,340696
2018-07-31,392.0000,393.0000,386.0500,389.3000,281004
2018-07-30,397.9500,406.8000,393.0000,395.9000,396196
2018-07-27,391.0000,399.0000,384.0000,397.1500,302764
2018-07-26,392.9000,396.0000,387.5000,388.8500,174054
2018-07-25,396.0000,399.0000,389.2500,395.5500,158032
2018-07-24,391.0000,399.4000,390.0000,397.1000,165378
2018-07-23,389.4500,400.8000,384.6000,389.8000,306580
2018-07-20,395.0000,397.0000,384.0000,389.4500,285940
2018-07-19,401.0000,402.9000,391.7000,398.2500,290464
2018-07-18,395.0000,404.4000,394.0000,401.9000,494172
2018-07-17,389.9500,395.0000,385.0000,393.3000,529262
2018-07-16,385.0000,391.9000,380.1000,381.9500,324058
2018-07-13,381.0000,388.5000,375.7000,386.9500,364316
2018-07-12,383.0000,385.8000,376.2500,377.1500,542536
2018-07-11,374.3000,378.8000,364.5000,367.5500,346240
2018-07-10,374.5000,377.9000,373.5000,375.2000,142294
2018-07-09,374.7000,378.7000,371.6500,376.3500,209572
2018-07-06,373.3000,381.0000,373.1000,375.1000,362032
2018-07-05,373.9500,375.2000,369.5500,371.3500,243502
2018-07-04,370.0000,375.1000,365.2500,368.0500,450096
2018-07-03,370.6500,376.1500,364.7500,373.4500,280186
2018-07-02,374.1500,378.0000,368.3000,370.5000,525980
2018-06-29,369.0000,380.0000,361.7500,371.5500,898384
2018-06-28,373.0000,384.8500,363.8000,366.2500,1288270
2018-06-27,408.7000,409.0000,380.1000,383.6500,1484976
2018-06-26,409.8000,418.7000,407.1000,417.2000,484476
2018-06-25,424.5000,424.9000,410.1000,412.6500,387782
2018-06-22,424.0000,428.8000,420.2000,426.1000,821494
2018-06-21,413.0000,424.5000,407.3000,421.4000,338426
2018-06-20,413.1000,417.8000,405.2500,411.0500,270514
2018-06-19,420.0000,420.0000,408.6000,413.7500,784082
2018-06-18,419.0000,428.6500,416.0000,422.9500,2607108
2018-06-15,413.3000,415.8000,408.7000,411.8500,3092890
2018-06-14,419.0000,419.6000,413.8500,416.3500,204208
2018-06-13,418.0000,422.0000,414.0500,420.8500,6331538
2018-06-12,416.0500,420.5000,414.0000,415.1000,551232
2018-06-11,407.5000,418.7500,407.5000,415.1500,937228
2018-06-08,413.7000,413.7000,405.0500,409.3000,321860
2018-06-07,408.1000,418.0000,408.1000,416.0500,565590
2018-06-06,406.0000,412.0500,405.4500,410.4000,427206
2018-06-05,412.0000,412.0000,404.8000,407.4000,887312
2018-06-04,412.9000,417.0000,394.2000,409.0500,1173540
